gene,n_complete,protein_coverage,spearman_rho,spearman_p,rna_to_protein_slope,rna_to_protein_intercept,n_high_rna,n_high_rna_unexpected_low_protein,fraction_high_rna_unexpected_low_protein,median_residual_z_among_high_rna,n_low_rna,n_low_rna_unexpected_high_protein,spearman_fdr,protein_detected,detected_fraction,total_patients,triangulation_class
PTPRS,68,0.7083333333333334,0.09020116807268005,0.4644611270358575,0.13616284988681024,2.2898349882893854e-15,6,2,0.3333333333333333,-0.11984688390072185,0,0,0.5177293045832295,,,,unclassified
RBPMS2,65,0.6770833333333334,0.37010489510489514,0.0024091170950683396,0.1540530658665358,5.4175414154755686e-15,3,1,0.3333333333333333,0.6034232644783054,0,0,0.004622167517464451,,,,unclassified
REP15,74,0.7708333333333334,0.6048574601999258,1.146334566471389e-08,0.647053009526119,-9.298117831235686e-16,6,2,0.3333333333333333,0.5735910906197306,0,0,6.425659526055476e-08,1.0,0.75,12.0,unclassified
SCO2,96,1.0,0.37297883884970157,0.00018215916913873626,0.3904357481724493,1.0533240946131173e-14,12,4,0.3333333333333333,-0.09696611239166186,12,1,0.000437814228645813,,,,unclassified
SDHC,90,0.9375,0.09740297156027493,0.36108315037191185,0.012214270967587038,6.50868248186498e-15,9,3,0.3333333333333333,-0.02927117474276328,9,0,0.4154518490260419,,,,unclassified
SETD2,54,0.5625,-0.11438917476653324,0.4101526167226839,-0.09554751963907786,2.01574867908505e-15,6,2,0.3333333333333333,-0.5308628149354789,9,1,0.4645010764657509,1.0,0.9166666666666666,12.0,unclassified
SLC34A3,96,1.0,-0.06685030516616425,0.5175407505469807,-0.1902219464299892,-6.036837696399289e-16,3,1,0.3333333333333333,-0.6738724700096104,0,0,0.5691855580291392,0.0,0.0,12.0,unclassified
SSBP4,74,0.7708333333333334,0.23225472047389847,0.046454984088967616,0.3380335584860056,-8.257283745649602e-15,9,3,0.3333333333333333,-0.5615077537155614,12,2,0.06706465455449657,,,,unclassified
SYN2,90,0.9375,0.3261443988489696,0.0017064087120357131,0.22876892617982061,3.372302437298913e-15,3,1,0.3333333333333333,0.16014222806996423,0,0,0.0033782623935715963,,,,unclassified
TMEM176B,61,0.6354166666666666,0.4867265996827075,6.965283013196205e-05,0.5125806976898983,-1.016547956922409e-15,9,3,0.3333333333333333,-0.05906799934781767,8,1,0.0001837507994909856,1.0,1.0,12.0,unclassified
TP53BP2,70,0.7291666666666666,0.190272067185723,0.11463057826349647,0.18935373268751785,-4.649058915617843e-16,9,3,0.3333333333333333,-0.02500786371887073,6,0,0.15000944758475265,1.0,1.0,12.0,unclassified
TTF2,50,0.5208333333333334,0.1208643457382953,0.40310144275949755,0.04517458568008093,3.802513859341161e-15,9,3,0.3333333333333333,0.27069530282892984,8,1,0.45793205595781605,1.0,1.0,11.0,unclassified
TUFT1,54,0.5625,0.3418715456451305,0.011400013854056973,0.3761209395362511,9.228728892196614e-15,6,2,0.3333333333333333,0.5492330260216934,5,0,0.018956301176030706,1.0,1.0,11.0,unclassified
USP13,48,0.5,0.34465914025184535,0.016442654645532986,0.4810446578359178,-3.094746681142624e-15,6,2,0.3333333333333333,0.4787194601949954,9,3,0.02637808110123149,1.0,1.0,12.0,unclassified
METTL3,96,1.0,0.49720564297341296,2.5610587767236957e-07,0.4569414421362275,1.3739009929736312e-14,16,5,0.3125,-0.40358264412102834,16,2,1.1084582518007245e-06,,,,unclassified
FAM160B1,96,1.0,0.22537981551817687,0.027256526094618597,0.26589569277846037,1.7626525239400337e-14,13,4,0.3076923076923077,-0.02555837760615765,13,3,0.041407994853067745,,,,unclassified
LSM1,96,1.0,0.2747287032013022,0.00675164763217438,0.22067382583691503,-6.13398221105399e-15,13,4,0.3076923076923077,-0.4660284019064652,16,1,0.011749987816412377,,,,unclassified
MTMR9,90,0.9375,0.25222043873729266,0.01647423634625739,0.17825598336579693,1.071365218763276e-14,13,4,0.3076923076923077,0.1609628958811167,16,2,0.026422369898653587,,,,unclassified
NUP205,96,1.0,0.38941942485078673,8.799462300866373e-05,0.35888662741653166,-3.570060913560269e-14,13,4,0.3076923076923077,-0.4331051597826865,15,2,0.00022753335424410598,,,,unclassified
PIGT,96,1.0,0.4110553445469343,3.179902367547318e-05,0.36261809924544414,2.4657359487534336e-14,13,4,0.3076923076923077,0.026481748631373255,15,3,9.04578131769558e-05,,,,unclassified
PTGR2,70,0.7291666666666666,0.422902633190447,0.00026504606237880303,0.3418280125928897,-3.3480163086352377e-16,13,4,0.3076923076923077,-0.11674580736534942,10,0,0.0006184718226375158,1.0,0.8888888888888888,9.0,unclassified
RAB4A,96,1.0,0.3817688551275095,0.00012404661317311772,0.39156581168498894,3.590877595271991e-15,13,4,0.3076923076923077,-0.47035031703989205,13,1,0.00030874649358850117,,,,unclassified
SNX27,96,1.0,0.4488198589256647,4.5104121294229865e-06,0.47398336702537625,2.518818487118324e-15,13,4,0.3076923076923077,-0.41510086707132365,13,1,1.5098884123990595e-05,,,,unclassified
ZNF593,74,0.7708333333333334,0.2746982599037393,0.017856811538021933,0.2709887274213327,-8.170547571850761e-16,13,4,0.3076923076923077,-0.38662221882663617,12,2,0.028426981053849616,1.0,1.0,11.0,unclassified
ZNF706,94,0.9791666666666666,0.547823574034606,1.0999875176550334e-08,0.5713066617961248,3.9065972678997696e-15,13,4,0.3076923076923077,-0.8938597730475337,10,3,6.181502127954913e-08,,,,unclassified
ANAPC2,55,0.5729166666666666,0.29242424242424253,0.03027575193009977,0.20166083715894842,1.1504686092678185e-14,10,3,0.3,-0.03826629296810874,8,0,0.04556785121831634,1.0,0.9090909090909092,11.0,unclassified
BOK,75,0.78125,0.24793741109530582,0.03197309614866733,0.16264530404541827,-5.2735593669694936e-15,10,3,0.3,-0.1409573838050382,11,0,0.047851675640779016,,,,unclassified
FBXO38,62,0.6458333333333334,0.06912442396313363,0.5934461886304176,0.020979330585376006,4.413136522884997e-15,10,3,0.3,-0.2978663725712577,10,1,0.64066746703719,1.0,1.0,11.0,unclassified
IGHV3-35,96,1.0,0.18092678526514697,0.07771832363826654,0.21390439864998367,1.3753755079282115e-14,10,3,0.3,-0.22747581870705189,0,0,0.10587529007114672,,,,unclassified
METTL15,83,0.8645833333333334,0.43104823475085,4.74077838144357e-05,0.516443108202538,4.1494585545365226e-15,10,3,0.3,-0.04621807875341613,13,1,0.00012953840805522753,,,,unclassified
POLA1,64,0.6666666666666666,0.07065018315018315,0.5790617210103584,-0.03914662091083827,-7.077671781985373e-16,10,3,0.3,0.32081605807648605,5,1,0.6270731912814567,1.0,1.0,12.0,unclassified
RAD51B,70,0.7291666666666666,0.11041903595485958,0.362830698686603,0.11678383554785768,-1.3851766955674805e-15,10,3,0.3,-0.3463485500521178,10,2,0.4172458890967889,1.0,1.0,12.0,unclassified
RSRC1,68,0.7083333333333334,0.02320876436233156,0.8509852985822717,0.05709429078506866,1.887379141862766e-15,10,3,0.3,0.38275428215883717,12,1,0.873857007255938,1.0,0.9090909090909092,11.0,unclassified
SMG7,49,0.5104166666666666,-0.01857142857142857,0.8992135748593606,0.09100273719632145,-9.01996576388453e-15,10,3,0.3,-0.0037528558452172914,5,2,0.9158835369488324,1.0,0.8333333333333334,12.0,unclassified
TRMT11,95,0.9895833333333334,0.11143617021276596,0.2823212326144413,-0.0871179422402052,8.98586760555986e-15,10,3,0.3,-0.6490084082610681,9,1,0.33485665556124994,,,,unclassified
WNT5A,49,0.5104166666666666,0.27765306122448974,0.053413304592980354,0.3724471049056689,3.263014858312374e-15,10,3,0.3,-0.40423377309128133,5,1,0.07602047718564192,,,,unclassified
ASF1A,96,1.0,0.34050461204557786,0.0006873321989019244,0.4188893182695043,-6.786238238021269e-15,17,5,0.29411764705882354,0.1143009852826627,10,1,0.001476853412508078,,,,unclassified
CDC40,96,1.0,0.3848345089527944,0.00010820998402679526,0.3801200081146535,4.996003610813204e-16,17,5,0.29411764705882354,-0.27241316544243266,13,2,0.00027296814651674964,,,,unclassified
SLC27A1,96,1.0,0.4544221378187738,3.3077960642521037e-06,0.4920439876612728,-3.7903707950093235e-16,17,5,0.29411764705882354,-0.2133512376097995,12,1,1.1417563985019721e-05,,,,unclassified
ANTXR2,96,1.0,0.5714053174172545,1.2026397204757172e-09,0.6372337254715297,-1.3732071035832405e-14,7,2,0.2857142857142857,-0.3990258428800639,0,0,8.259451303432405e-09,,,,unclassified
ARHGAP32,60,0.625,0.15848846901917205,0.22647708996338725,0.15382535648931134,1.136590821460004e-14,7,2,0.2857142857142857,0.4275808741972221,8,2,0.2755022313040436,1.0,0.6363636363636364,11.0,unclassified
BAG4,57,0.59375,0.4800362976406534,0.00015764508810584072,0.5550713512233034,1.7486012637846216e-15,7,2,0.2857142857142857,-0.6839310130076117,9,0,0.00038417322057464413,1.0,1.0,11.0,unclassified
BAIAP2L2,58,0.6041666666666666,0.23645759635793168,0.07393060628980044,0.2702102510340775,-2.7408630920433552e-15,7,2,0.2857142857142857,-0.14571776510770618,10,0,0.1015896384073157,1.0,1.0,11.0,unclassified
C17ORF97,56,0.5833333333333334,0.5704032809295967,4.442711919552037e-06,0.49431792467023605,1.6080886622305002e-15,7,2,0.2857142857142857,-0.15052330346662326,3,0,1.4916741838980779e-05,1.0,0.7272727272727273,11.0,unclassified
CASC4,96,1.0,0.5497693977211069,6.578813240754887e-09,0.5497928355652187,2.4494295480792516e-15,14,4,0.2857142857142857,-0.3552879326490066,12,1,3.8738662909245775e-08,,,,unclassified
CDKN2AIPNL,74,0.7708333333333334,0.19917067752684187,0.08889557609392672,0.12950869007950397,-1.0574874309554616e-14,7,2,0.2857142857142857,-0.5635599915063964,7,1,0.11946185362288757,1.0,0.7272727272727273,11.0,unclassified
CLN5,54,0.5625,0.22424242424242424,0.103077195842087,0.19871719728107293,2.7304547511874944e-15,7,2,0.2857142857142857,-0.008457924216801168,7,0,0.13642388969902336,1.0,0.8181818181818182,11.0,unclassified
COL10A1,53,0.5520833333333334,0.4633123689727463,0.0004764452680298695,0.4491642185471123,1.97758476261356e-15,7,2,0.2857142857142857,-0.26366613279292117,0,0,0.0010575653228255667,,,,unclassified
COL16A1,96,1.0,0.5007731958762887,2.0359805430229188e-07,0.21619808059909873,5.324516869076312e-15,7,2,0.2857142857142857,0.38896207268969607,0,0,8.963707715242625e-07,,,,unclassified
COL4A6,68,0.7083333333333334,0.22048326144214986,0.07080150682120291,0.013087501223222275,2.6749435999562365e-15,7,2,0.2857142857142857,0.7509808699823991,0,0,0.09773430592760735,,,,unclassified
EBP,74,0.7708333333333334,0.5396075527582376,7.010849846955425e-07,0.47904287243467325,8.260753192601555e-15,7,2,0.2857142857142857,-0.5740147083126942,10,2,2.7792563972903798e-06,1.0,0.6363636363636364,11.0,unclassified
ECD,55,0.5729166666666666,0.20086580086580091,0.1414321856464183,0.18829785817930428,1.7180701306074297e-14,7,2,0.2857142857142857,0.0641468657766632,8,1,0.18098963814771682,1.0,0.9166666666666666,12.0,unclassified
ELOVL5,50,0.5208333333333334,0.3946698679471788,0.00456417982967871,0.375467665074055,1.4190038033490282e-15,7,2,0.2857142857142857,0.004144402480816409,10,1,0.00824753126058822,1.0,0.9090909090909092,11.0,unclassified
FMOD,96,1.0,0.48521432447097124,5.434775858334886e-07,0.343868411160296,5.793976409762536e-16,7,2,0.2857142857142857,-0.6037352994753323,0,0,2.2017300369415188e-06,,,,unclassified
GEMIN6,66,0.6875,0.002066590126291619,0.9868608025524159,0.06100768153377682,8.805456364058273e-15,7,2,0.2857142857142857,0.15129260170529457,7,0,0.9892416488794422,1.0,1.0,12.0,unclassified
GOLPH3L,96,1.0,0.6261394465545307,8.965228880299268e-12,0.6372413759709239,-1.1587952819525071e-15,7,2,0.2857142857142857,-0.36079150684607386,5,0,9.085494145766697e-11,,,,unclassified
IGFBP2,96,1.0,0.7715680954964732,3.615844502394927e-20,0.7073990624022501,5.162537064506978e-15,7,2,0.2857142857142857,-0.8557623868311197,0,0,2.0031778543267896e-18,,,,unclassified
IGHV3-49,96,1.0,0.2696825827455236,0.007880472425207589,0.408710802835376,3.7921055184853e-15,7,2,0.2857142857142857,-0.003557281323118127,0,0,0.013509381300355866,,,,unclassified
IMP3,91,0.9479166666666666,0.0609332696289218,0.5661271445432834,0.003004139285310209,8.229528170033973e-15,14,4,0.2857142857142857,-0.19316053611789102,13,1,0.6152710899008906,,,,unclassified
IMP4,91,0.9479166666666666,0.10995381430164039,0.299483047382467,0.17132020529499095,-1.1123046927963287e-14,14,4,0.2857142857142857,-0.173420848232877,12,2,0.3524452644713473,,,,unclassified
INPP5B,54,0.5625,0.0014865637507146937,0.9914880424623809,-0.09172119430470563,-8.121975314523411e-15,7,2,0.2857142857142857,-0.1263592694688273,8,3,0.992682606368962,1.0,1.0,12.0,unclassified
L1TD1,75,0.78125,0.7007681365576102,2.5718021078816677e-12,0.721066495119987,2.636779683484747e-16,7,2,0.2857142857142857,0.3836784569895768,0,0,2.8495567355328876e-11,,,,unclassified
PCYOX1L,56,0.5833333333333334,0.1982228298017772,0.14306190528689755,0.14305499882026856,9.46465128492946e-15,7,2,0.2857142857142857,-0.6586307710764141,6,1,0.1828288247495761,1.0,1.0,11.0,unclassified
PI4KB,61,0.6354166666666666,-0.008196721311475409,0.9500093294496426,0.19382830282176153,7.632783294297951e-16,7,2,0.2857142857142857,-0.36783215111279144,4,1,0.9569184882092763,1.0,0.75,12.0,unclassified
PLXNC1,49,0.5104166666666666,0.19520408163265304,0.17890776443237563,0.1371622795617723,-5.3464177529605195e-15,7,2,0.2857142857142857,0.3545381285114227,7,2,0.22318987013444047,,,,unclassified
PXMP2,65,0.6770833333333334,0.3780594405594406,0.0019028657527954695,0.4458104958655086,-2.7373936450914016e-15,7,2,0.2857142857142857,0.18518470874620455,6,1,0.003728826836532661,,,,unclassified
RAE1,96,1.0,0.7336679327183939,1.867337542176139e-17,0.7192418987627953,8.27463098040937e-16,14,4,0.2857142857142857,-0.2711088239829401,15,0,6.366184605326652e-16,,,,unclassified
RBM4,61,0.6354166666666666,0.09746166049709147,0.4549223839287736,0.17801047118501698,-2.282896094385478e-15,7,2,0.2857142857142857,-0.059153471830304366,5,0,0.5081189530172189,1.0,1.0,11.0,unclassified
RIN3,61,0.6354166666666666,0.2827075621364357,0.027273222697219227,0.30502107854210003,-5.918876500032866e-15,7,2,0.2857142857142857,0.5100025578187771,11,2,0.04142389410352146,1.0,1.0,12.0,unclassified
RPS27L,96,1.0,0.48849701573521437,4.43570412145365e-07,0.409555314604895,9.575673587391975e-16,14,4,0.2857142857142857,-0.28658796336467773,8,2,1.8304507138065714e-06,,,,unclassified
SC5D,55,0.5729166666666666,0.37590187590187596,0.004680094066176976,0.32928775887639533,-6.016021014687567e-15,7,2,0.2857142857142857,0.25129787976623486,5,0,0.008436351776557629,1.0,0.75,12.0,unclassified
SDHD,55,0.5729166666666666,-0.2052669552669553,0.13273725407918846,-0.22128658439035737,-7.539108226595204e-15,7,2,0.2857142857142857,0.6363845466272643,6,1,0.17108128443552637,1.0,0.6666666666666666,12.0,unclassified
SERPINE2,96,1.0,0.7265463917525773,5.369198785774445e-17,0.6182226653231019,-2.1510571102112408e-15,7,2,0.2857142857142857,-0.1173909465294137,2,0,1.6373593361389224e-15,,,,unclassified
SLC20A2,65,0.6770833333333334,0.5812937062937062,3.827743627995103e-07,0.46197748999530086,-4.926614671774132e-16,7,2,0.2857142857142857,0.11337668705665348,4,0,1.5974161731896702e-06,1.0,1.0,12.0,unclassified
SMCO4,50,0.5208333333333334,0.3856422569027611,0.005678258290162901,0.2877338226755892,-3.802513859341161e-15,7,2,0.2857142857142857,-0.5652404940331069,6,0,0.010053012280426888,1.0,0.9090909090909092,11.0,unclassified
SMPX,84,0.875,0.5333737748691244,1.753124878296389e-07,0.3094202113494527,7.008282842946301e-16,7,2,0.2857142857142857,-0.3516500317686252,0,0,7.813058780451045e-07,,,,unclassified
TALDO1,96,1.0,0.2571215409658166,0.011440876202079064,0.33665627933224285,-5.953570969552402e-15,14,4,0.2857142857142857,-0.38400682583856977,15,3,0.019009983751917425,,,,unclassified
TGFB1,73,0.7604166666666666,0.2615697889670493,0.025394199569794985,0.220189036785988,-1.8041124150158794e-16,7,2,0.2857142857142857,-0.5080508722087069,0,0,0.038943630620529884,1.0,0.5833333333333334,12.0,unclassified
MLEC,96,1.0,0.5852007596310363,3.8103334245547817e-10,0.5642720025004591,-4.721917301608869e-15,18,5,0.2777777777777778,-0.15046368633108428,14,2,2.8982948062288547e-09,,,,unclassified
MYADM,96,1.0,0.29810092240911557,0.003178781826061551,0.279979705471347,-4.3385434134179945e-15,18,5,0.2777777777777778,-0.04994991196997926,14,0,0.0059344402077105285,,,,unclassified
SRP14,96,1.0,0.06966901790558871,0.49999824743704435,0.05278075620160646,6.935424456955275e-15,18,5,0.2777777777777778,-0.35151915201839035,14,1,0.5523410350550799,,,,unclassified
ARF4,96,1.0,0.4175122083559414,2.3146493088784242e-05,0.4060556807269645,4.996003610813204e-16,11,3,0.2727272727272727,-0.6121255327626394,12,2,6.751991489874403e-05,,,,unclassified
ATP13A3,68,0.7083333333333334,0.27858151696759165,0.021425836885735912,0.26660591809818435,4.808653475407709e-15,11,3,0.2727272727272727,0.11509382356090893,12,2,0.033397177870192814,1.0,0.9166666666666666,12.0,unclassified
CDC42SE2,73,0.7604166666666666,0.3376527212143651,0.0034842499280707292,0.28303513202090647,-1.0408340855860843e-15,11,3,0.2727272727272727,0.5763478245629862,12,1,0.006448578374669879,1.0,0.75,12.0,unclassified
CEPT1,96,1.0,0.4457542051003799,5.332260365587177e-06,0.35909356112761176,2.6367796834847468e-15,11,3,0.2727272727272727,-0.2788320801468462,16,1,1.760996865892874e-05,,,,unclassified
CGREF1,72,0.75,0.3305678821789183,0.004567266907925908,0.26240982211258607,5.689893001203927e-16,11,3,0.2727272727272727,0.2506795349287301,11,1,0.008250866957579196,1.0,1.0,11.0,unclassified
CRTC1,67,0.6979166666666666,0.07470668050123713,0.5479510374482838,0.024882352108498137,-9.284240043427872e-15,11,3,0.2727272727272727,0.5070234621276313,14,2,0.5979764055962056,1.0,0.6363636363636364,11.0,unclassified
EBAG9,62,0.6458333333333334,0.5406814232832213,5.719064634999105e-06,0.5915529645795915,9.478529072737274e-15,11,3,0.2727272727272727,0.09781232417618199,7,0,1.879403939370937e-05,1.0,1.0,11.0,unclassified
FBXO45,54,0.5625,0.10958643034114732,0.4302116038265975,0.09018354575744493,-9.020562075079397e-15,11,3,0.2727272727272727,0.09330176594263705,11,1,0.48393345892372597,1.0,0.8181818181818182,11.0,unclassified
GTF3C3,94,0.9791666666666666,0.25078929306794784,0.014766414156637956,0.20875618871015283,-8.916478666520788e-15,11,3,0.2727272727272727,-0.18122878828836467,10,2,0.023931526405004663,,,,unclassified
IGHV3OR16-12,96,1.0,0.108769312811233,0.29147546174965877,0.061809122367224245,6.995272416876475e-15,11,3,0.2727272727272727,-0.11338134013982373,0,0,0.34436269232481453,,,,unclassified
IGLV3-21,63,0.65625,0.39434523809523814,0.0013837994551196703,0.3387222489187435,2.7200464103316335e-15,11,3,0.2727272727272727,0.3505321456645896,0,0,0.0027894174583491717,,,,unclassified
KRTCAP2,79,0.8229166666666666,-0.08519961051606621,0.4553295786330517,-0.2091159081776247,1.1383255449359808e-14,11,3,0.2727272727272727,0.16156068931957118,13,4,0.50840292891376,,,,unclassified
LLPH,87,0.90625,0.04432456076401545,0.6835286890298222,0.20547791871913873,9.71445146547012e-16,11,3,0.2727272727272727,-0.37548788313633447,9,2,0.7239284251505907,,,,unclassified
NKIRAS2,96,1.0,0.2434617471513836,0.016836246580483015,0.21032730216666362,-2.4424906541753444e-15,11,3,0.2727272727272727,-0.00923622483259743,14,1,0.026937994528772824,,,,unclassified
NR2F6,60,0.625,0.33237010280633517,0.009470444466651901,0.328313852972264,-5.398459457239824e-15,11,3,0.2727272727272727,0.2803643543121104,9,1,0.015991748746330157,,,,unclassified
NUDT8,71,0.7395833333333334,0.6339034205231389,2.9552637923968494e-09,0.5369384184892079,5.662137425588298e-15,11,3,0.2727272727272727,0.07516596716942736,8,0,1.8764654911035582e-08,1.0,1.0,11.0,unclassified
OGFOD3,75,0.78125,0.3928307254623044,0.0004900511328638948,0.37306990941092244,9.853229343548264e-16,11,3,0.2727272727272727,-0.6794696844376312,9,1,0.0010863154155649126,1.0,0.75,12.0,unclassified
RARRES2,96,1.0,0.4954693434617472,2.860937160559953e-07,0.42916481955635943,4.163336342344337e-16,11,3,0.2727272727272727,0.26725356380605725,8,0,1.227065176993714e-06,,,,unclassified
RCOR3,75,0.78125,0.3171550497866287,0.00556318396815144,0.36865533116774224,-1.016547956922409e-14,11,3,0.2727272727272727,-0.03211445650298108,13,2,0.009870308785767487,1.0,0.9090909090909092,11.0,unclassified
SIPA1L3,70,0.7291666666666666,-0.0706324905957484,0.5612136753913941,-0.020201564896318948,3.3861802251067274e-15,11,3,0.2727272727272727,-0.21925446077382954,11,1,0.6106298713587541,1.0,0.9166666666666666,12.0,unclassified
TBC1D20,67,0.6979166666666666,0.07845797749221807,0.5279787158814226,0.04785546587647947,-1.4710455076283324e-15,11,3,0.2727272727272727,0.05412759125899531,12,1,0.5789217389377698,1.0,1.0,12.0,unclassified
TEX10,96,1.0,0.2797069994574064,0.005780578637330649,0.30798123726535603,-1.600108934241007e-14,11,3,0.2727272727272727,-0.49089368049181564,13,0,0.010217837484970528,,,,unclassified
THOC5,96,1.0,0.20138361367335866,0.049124648175416855,0.09983094168295965,1.1518563880486e-15,11,3,0.2727272727272727,0.21706392081216896,15,2,0.0705510177295682,,,,unclassified
WNT2B,96,1.0,0.15769126424308194,0.12492377300155932,0.23108462218989217,-1.2698175844150228e-15,11,3,0.2727272727272727,0.3957605734891347,7,1,0.1620474620320715,,,,unclassified
ADAM9,96,1.0,0.5957270754205101,1.5277899006033415e-10,0.6202312902135205,-1.677130656574377e-14,15,4,0.26666666666666666,-0.46166116543425095,11,2,1.237119032790623e-09,,,,unclassified
ARMC9,76,0.7916666666666666,0.4243609022556391,0.0001332330677658594,0.42757559293282243,-2.942091015256665e-15,15,4,0.26666666666666666,0.06549361687676797,10,1,0.0003296365591765662,1.0,1.0,11.0,unclassified
BTAF1,96,1.0,0.17135105805751494,0.09506422786481128,0.12869798229444962,3.969047313034935e-15,15,4,0.26666666666666666,-0.4693941208383528,15,2,0.12675230381974836,,,,unclassified
CNOT7,89,0.9270833333333334,0.18947906026557715,0.07533487466354595,0.1327599416077261,5.421010862427522e-16,15,4,0.26666666666666666,-0.25460790786557025,14,2,0.10328443942323232,,,,unclassified
DUSP3,96,1.0,0.5607569180683668,2.8181765384564406e-09,0.490301014800598,-7.632783294297951e-17,15,4,0.26666666666666666,-0.15393240312661918,14,1,1.7980074498712495e-08,,,,unclassified
EXOC3,96,1.0,0.3613944655453066,0.0002973280124627512,0.2612056800300484,-7.438494264988549e-15,15,4,0.26666666666666666,-0.32870483135171136,16,0,0.0006887235633631951,,,,unclassified
FBXO22,93,0.96875,0.4530154277699858,5.12554319107717e-06,0.4449809706943382,4.1772141301521515e-15,15,4,0.26666666666666666,-0.028407224601011676,12,0,1.696942785571764e-05,,,,unclassified
GPNMB,96,1.0,0.5052088985349973,1.5250627833527372e-07,0.5404127942066691,-5.828670879282072e-15,15,4,0.26666666666666666,-0.023517883512317782,5,0,6.934758812400135e-07,,,,unclassified
HMGN4,96,1.0,0.11016006511123169,0.2853127480644287,0.08978677820090011,-1.9012569296705806e-15,15,4,0.26666666666666666,0.24214347091882538,8,0,0.3379225279052774,,,,unclassified
NUP98,96,1.0,0.2305887140531742,0.023805452887968863,0.24838496078474867,4.822531263215524e-15,15,4,0.26666666666666666,-0.2056138934577063,14,2,0.036616994631933596,,,,unclassified
OLFML3,96,1.0,0.5805887140531741,5.629046017933829e-10,0.5065033753640314,8.333611578592581e-15,15,4,0.26666666666666666,-0.23108291239502302,10,0,4.125898338172447e-09,,,,unclassified
RHOB,96,1.0,0.535729788388497,1.860786117263359e-08,0.4868755122617783,3.7192471324942744e-15,15,4,0.26666666666666666,-0.06256639169858906,10,0,1.0024721318935825e-07,,,,unclassified
TRRAP,96,1.0,0.33237927292457947,0.0009377263044362985,0.38717879669945143,-4.884981308350689e-15,15,4,0.26666666666666666,-0.18392238790268084,16,2,0.0019647035839560393,,,,unclassified
VWA1,96,1.0,0.17521703743895822,0.08772601052140322,0.17617842774290543,3.1155633628543455e-15,15,4,0.26666666666666666,0.0022969772916650493,13,1,0.11808109292291731,,,,unclassified
ACTR10,96,1.0,0.3236842105263158,0.0012955272984360269,0.19987092383219618,1.7017637299332478e-15,8,2,0.25,0.2532897103173357,5,0,0.002629821520611513,,,,unclassified
ANO1,82,0.8541666666666666,0.7113440210707328,6.928587857720166e-14,0.4684549034740967,5.814793091474257e-15,4,1,0.25,0.48055877068732256,0,0,1.0843356862815467e-12,0.0,0.1818181818181818,11.0,unclassified
BCAT1,56,0.5833333333333334,0.7129870129870132,7.049212794257241e-10,0.7194103933792761,2.4424906541753444e-15,8,2,0.25,-0.558026042291899,7,1,5.0608171335013105e-09,1.0,0.6363636363636364,11.0,unclassified
BET1,93,0.96875,0.3585837486198561,0.0004164631631246913,0.3613341574492066,-4.246603069191224e-15,16,4,0.25,-0.23861160020650224,12,1,0.0009363027083033303,,,,unclassified
BRD9,62,0.6458333333333334,0.21593513132381456,0.09186841016645704,0.13855694201969157,7.466249840604178e-15,8,2,0.25,0.3820953826573392,9,1,0.12278672914889555,1.0,1.0,12.0,unclassified
BUD13,75,0.78125,0.3009103840682788,0.008708461450126371,0.25254442426226886,1.16157083951407e-14,8,2,0.25,0.3315171866674839,11,0,0.014795259831443934,1.0,0.9090909090909092,11.0,unclassified
C12ORF10,96,1.0,0.33174172544763963,0.0009605233620048723,0.4448274386729768,-1.3476199323125826e-14,12,3,0.25,0.05155104093149587,11,1,0.002004885183864487,,,,unclassified
C12ORF45,69,0.71875,0.27815126050420175,0.02065901046756091,0.2645101756403809,1.0408340855860843e-15,12,3,0.25,0.26811688008564094,11,1,0.032353616393014116,,,,unclassified
CCDC117,54,0.5625,0.278902229845626,0.04112489889304438,0.30987567861921794,5.100087019371813e-16,8,2,0.25,-0.26042424014609183,10,1,0.06011396830276145,1.0,1.0,10.0,unclassified
CEBPG,53,0.5520833333333334,0.1551362683438155,0.26733969171647726,0.22614604168162475,5.828670879282072e-15,8,2,0.25,-0.15238394032296174,10,1,0.3192517101726497,1.0,0.9166666666666666,12.0,unclassified
CNOT4,71,0.7395833333333334,0.13571428571428568,0.2591167202217418,0.1408560891185612,-4.125172425872847e-15,12,3,0.25,-0.6245291512882407,13,0,0.31094006426609017,1.0,1.0,12.0,unclassified
COL2A1,96,1.0,0.15266412997382114,0.1375645480895893,-0.10426634678352982,8.326672684688674e-16,4,1,0.25,0.6848823449124621,0,0,0.17641379546674182,0.0,0.0,10.0,unclassified
CRNKL1,96,1.0,0.4801410743353229,7.408430335648044e-07,0.4560357358598375,-5.065392549852277e-16,12,3,0.25,-0.2360659580318083,10,0,2.917806896385318e-06,,,,unclassified
CTH,96,1.0,0.6729652740097667,5.8981961870747e-14,0.671037307986831,2.422107653332617e-15,4,1,0.25,0.4297495424717805,0,0,9.425771214344375e-13,0.0,0.3333333333333333,12.0,unclassified
CTIF,64,0.6666666666666666,0.0521062271062271,0.6826042261874865,-0.07375213939971778,-6.2727600891321345e-15,8,2,0.25,-0.3000211791592253,5,1,0.723064514929001,1.0,1.0,12.0,unclassified
CYTH1,65,0.6770833333333334,0.4249562937062937,0.000417979384213536,0.37741625169260357,-4.718447854656915e-16,12,3,0.25,-0.37980804769473325,12,0,0.0009393938290235251,,,,unclassified
