"X","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"CPEB22",2.97534596237107e-35,1.40172900266344,0.621,0.154,7.04740444647211e-31,13,"CPEB2"
"GFOD11",3.10360709622371e-35,0.605536725926732,0.505,0.101,7.35120376811549e-31,13,"GFOD1"
"MCAT1",3.11114711837926e-35,1.2855042058938,0.474,0.089,7.36906306459312e-31,13,"MCAT"
"CECR53",3.14228734109971e-35,1.06231519752353,0.789,0.221,7.44282179612878e-31,13,"CECR5"
"NIPSNAP3A3",3.3237099021395e-35,0.957377145629683,0.642,0.154,7.87253927420762e-31,13,"NIPSNAP3A"
"YIPF34",3.44256312191758e-35,1.40117587100711,0.958,0.395,8.15405501057398e-31,13,"YIPF3"
"ACSL13",3.4643744498628e-35,0.863380832408573,0.747,0.204,8.20571732194502e-31,13,"ACSL1"
"ZFYVE165",3.52176130357851e-35,1.47242424017886,0.768,0.237,8.34164382365607e-31,13,"ZFYVE16"
"SMARCA44",3.62762689062646e-35,1.28210543344308,0.905,0.329,8.59239705313783e-31,13,"SMARCA4"
"NME45",3.8515974194003e-35,1.11506279079528,0.821,0.236,9.12289364759155e-31,13,"NME4"
"TUBB11",3.96111606788236e-35,1.84583572833902,0.305,0.041,9.38229951838616e-31,13,"TUBB1"
"HRH21",4.29416006687395e-35,1.52218157484802,0.411,0.069,1.01711475343976e-30,13,"HRH2"
"ZNF5935",4.80504341161271e-35,1.19617253519792,0.789,0.22,1.13812258247459e-30,13,"ZNF593"
"XPO52",4.8056355456725e-35,0.992217462060401,0.8,0.244,1.13826283534799e-30,13,"XPO5"
"EXTL31",4.83943919892732e-35,1.17164641992266,0.484,0.094,1.14626956865792e-30,13,"EXTL3"
"CA5BP12",4.94078831130991e-35,1.31722013464836,0.589,0.134,1.17027511941687e-30,13,"CA5BP1"
"NPTN3",5.06420638859381e-35,1.55886984185202,0.853,0.296,1.19950792520233e-30,13,"NPTN"
"EMC81",5.11416601051107e-35,0.955609563924525,0.642,0.153,1.21134136124965e-30,13,"EMC8"
"BCL2L133",5.32018035213478e-35,1.10675981215652,0.874,0.287,1.26013791820664e-30,13,"BCL2L13"
"DDR24",6.00849002910777e-35,1.61779474603082,0.558,0.122,1.42317094829447e-30,13,"DDR2"
"FBXL23",6.16930996220693e-35,1.53457833958413,0.411,0.07,1.46126275764833e-30,13,"FBXL2"
"RAD212",6.28862541897047e-35,1.52588949871863,0.968,0.484,1.48952381673735e-30,13,"RAD21"
"NRN13",6.31985554027366e-35,1.36524487815404,0.537,0.118,1.49692098326922e-30,13,"NRN1"
"PDIK1L1",6.33621035979234e-35,1.10423091024883,0.453,0.085,1.50079478582041e-30,13,"PDIK1L"
"P4HA15",6.82584478421103e-35,1.61015937938818,0.905,0.342,1.61676959558823e-30,13,"P4HA1"
"SOCS64",7.73116866799882e-35,0.938492341257041,0.6,0.135,1.8312046107022e-30,13,"SOCS6"
"FASTK4",7.95503961956371e-35,1.33260973436667,0.832,0.274,1.88423068428986e-30,13,"FASTK"
"IGSF34",8.02216502025067e-35,1.37837199299307,0.747,0.209,1.90013000669657e-30,13,"IGSF3"
"PREB2",8.38695163345203e-35,0.988931077302762,0.789,0.224,1.98653336389945e-30,13,"PREB"
"FAM3C4",8.54420727661691e-35,0.701499365721416,0.811,0.234,2.02378093553948e-30,13,"FAM3C"
"ORC52",9.12580235377013e-35,1.04493388203435,0.726,0.205,2.16153754551399e-30,13,"ORC5"
"CCDC1321",9.26485074577166e-35,1.06814825649132,0.579,0.137,2.19447254764347e-30,13,"CCDC132"
"URGCP3",9.56863746492495e-35,0.662154836565804,0.589,0.134,2.26642746994212e-30,13,"URGCP"
"TMEM14A6",9.7305576989216e-35,1.13236059498025,0.821,0.237,2.30477989656657e-30,13,"TMEM14A"
"SMIM10",9.79020725927943e-35,1.5918632844405,0.316,0.043,2.31890849143293e-30,13,"SMIM10"
"MAD2L11",1.03435077327471e-34,1.72169892212848,0.589,0.136,2.44996324157849e-30,13,"MAD2L1"
"C2orf883",1.05729842295898e-34,2.28405873991476,0.526,0.123,2.50431704462063e-30,13,"C2orf88"
"SLC25A243",1.08317999458296e-34,1.63197084768662,0.705,0.209,2.5656201351692e-30,13,"SLC25A24"
"RNF1453",1.13566629682513e-34,1.25364131239855,0.811,0.277,2.68993919066e-30,13,"RNF145"
"NCLN4",1.17071642116263e-34,0.993877978512641,0.884,0.283,2.7729589151658e-30,13,"NCLN"
"CRTAP5",1.20396763399823e-34,1.71216542984876,1,0.722,2.85171773788822e-30,13,"CRTAP"
"WFS12",1.22565355573788e-34,1.22614541307775,0.484,0.095,2.90308301212074e-30,13,"WFS1"
"IRS24",1.24643762438047e-34,1.6006873050413,0.705,0.188,2.95231215710757e-30,13,"IRS2"
"TWISTNB3",1.25732316526042e-34,0.995296679892426,0.821,0.247,2.97809564923584e-30,13,"TWISTNB"
"CHID14",1.29559433041085e-34,1.30813160204113,0.905,0.318,3.06874473101115e-30,13,"CHID1"
"TRMT10C1",1.3009751548518e-34,0.850561742318779,0.768,0.209,3.08148975178198e-30,13,"TRMT10C"
"CARD141",1.37576184349375e-34,2.33503295401303,0.411,0.074,3.25862950249929e-30,13,"CARD14"
"PRRC14",1.3796098360271e-34,1.1433741260257,0.811,0.275,3.2677438576138e-30,13,"PRRC1"
"PTRF3",1.41296843339087e-34,1.41526750258374,0.863,0.425,3.3467570313296e-30,13,"PTRF"
"FBXO74",1.48829197549715e-34,1.50476848634817,1,0.5,3.52516837316254e-30,13,"FBXO7"
"AMOTL13",1.4922211342586e-34,1.00927403917692,0.589,0.133,3.53447497860492e-30,13,"AMOTL1"
"FRMD4A4",1.54415582601633e-34,1.06006750851748,0.642,0.162,3.65748748950227e-30,13,"FRMD4A"
"GSTP14",1.57162407617659e-34,1.08701478710824,1,0.611,3.72254878683186e-30,13,"GSTP1"
"INSR3",1.58195725591339e-34,1.21983859228531,0.653,0.165,3.74702395635645e-30,13,"INSR"
"DVL23",1.6233929509197e-34,0.744594979456269,0.726,0.195,3.8451685435484e-30,13,"DVL2"
"PIGT3",1.7057100516003e-34,1.59827176943345,0.947,0.444,4.04014482822046e-30,13,"PIGT"
"MRPS173",1.71513363472335e-34,1.10695635243811,0.621,0.144,4.06246552720573e-30,13,"MRPS17"
"PSMD18",1.7592587863071e-34,1.37043409715347,0.947,0.374,4.166980361247e-30,13,"PSMD1"
"KIFC33",1.7692774808136e-34,1.87238676468002,0.484,0.101,4.1907106410551e-30,13,"KIFC3"
"RAC16",1.90851248096582e-34,1.36068121353831,0.968,0.395,4.52050266241564e-30,13,"RAC1"
"TBCA5",2.012008608052e-34,1.42015749266799,0.989,0.467,4.76564358903198e-30,13,"TBCA"
"AGPAT24",2.02598228732363e-34,1.06012414929072,0.705,0.182,4.79874164575474e-30,13,"AGPAT2"
"PPIL14",2.06094530097632e-34,0.898113502883838,0.705,0.182,4.88155503989251e-30,13,"PPIL1"
"TRAP14",2.09923219093299e-34,1.31029081934905,0.916,0.333,4.97224136744388e-30,13,"TRAP1"
"ADPRHL24",2.16996651240849e-34,1.02433597796921,0.768,0.222,5.13978268129076e-30,13,"ADPRHL2"
"UBE2E14",2.22152942615512e-34,1.33663742684617,0.705,0.2,5.26191459879102e-30,13,"UBE2E1"
"LRRC414",2.41354094305814e-34,1.08977759771639,0.895,0.297,5.71671307772752e-30,13,"LRRC41"
"RABAC1",2.46182735954157e-34,1.41927559590686,0.989,0.468,5.83108428381017e-30,13,"RABAC1"
"MT1X3",2.48480149147267e-34,1.18447480567239,0.768,0.229,5.88550081270217e-30,13,"MT1X"
"RASAL23",2.49909380983389e-34,1.27649273815143,0.516,0.108,5.91935359797256e-30,13,"RASAL2"
"TTC374",2.53020351524747e-34,1.00888757171603,0.853,0.291,5.99304004621516e-30,13,"TTC37"
"GPAA15",2.57077312171924e-34,1.50845368830568,0.937,0.398,6.08913321610419e-30,13,"GPAA1"
"EPS85",2.7874108096931e-34,1.23793275496805,0.779,0.228,6.60226124383907e-30,13,"EPS8"
"PES14",3.01921942413087e-34,0.879227238035409,0.8,0.234,7.15132312799637e-30,13,"PES1"
"MTCH13",3.09759779781183e-34,1.39778788178739,0.937,0.376,7.33697014389711e-30,13,"MTCH1"
"LOC1005058654",3.17104235205916e-34,1.06782049660844,0.537,0.11,7.51093091508733e-30,13,"LOC100505865"
"MAGOHB2",3.33284550206804e-34,1.07541958077828,0.768,0.223,7.89417785619836e-30,13,"MAGOHB"
"HDAC111",3.46406199806679e-34,1.33536524901985,0.389,0.064,8.204977248621e-30,13,"HDAC11"
"POLR1A4",3.73194854359474e-34,0.930895625682717,0.737,0.205,8.83949332035849e-30,13,"POLR1A"
"NDUFA74",3.77525160130533e-34,1.24883210202761,0.937,0.342,8.94206094285182e-30,13,"NDUFA7"
"TXNDC91",3.79965690130369e-34,0.908022223587636,0.811,0.235,8.99986733642793e-30,13,"TXNDC9"
"PABPC45",3.84818795775459e-34,1.11226234111673,0.853,0.289,9.11481799673753e-30,13,"PABPC4"
"FEN13",3.91479401260584e-34,1.12215694132498,0.695,0.179,9.2725810982582e-30,13,"FEN1"
"GAB25",3.94431112383069e-34,1.06618357172433,0.632,0.152,9.34249532790537e-30,13,"GAB2"
"DBI6",4.04553220643836e-34,1.53655651983065,0.979,0.514,9.58224758416991e-30,13,"DBI"
"CDK164",4.26200085249167e-34,1.28264506425888,0.832,0.277,1.00949752192118e-29,13,"CDK16"
"BOD11",4.45335300171711e-34,1.46466453981419,0.411,0.072,1.05482119198672e-29,13,"BOD1"
"ZNHIT12",4.48488061016869e-34,1.56126970752782,0.958,0.448,1.06228882132456e-29,13,"ZNHIT1"
"FAN11",4.67618384106799e-34,0.911718011765805,0.579,0.134,1.10760090459536e-29,13,"FAN1"
"MTA32",4.72931819739535e-34,0.939141198249862,0.568,0.128,1.12018630823506e-29,13,"MTA3"
"CLTB1",4.80473247926684e-34,1.14607285931213,0.589,0.139,1.13804893503914e-29,13,"CLTB"
"NPDC1",4.96446410237551e-34,1.11774064391659,0.537,0.115,1.17588296728866e-29,13,"NPDC1"
"NRM1",5.03978643181173e-34,1.06390225543697,0.558,0.12,1.19372381423893e-29,13,"NRM"
"DNASE22",5.07691836085519e-34,1.61992367066889,0.926,0.476,1.20251888295216e-29,13,"DNASE2"
"C21orf592",5.45107675930844e-34,1.03140573970072,0.905,0.299,1.2911420412098e-29,13,"C21orf59"
"AIDA1",5.52165835796414e-34,0.793813706976971,0.758,0.215,1.30785999866739e-29,13,"AIDA"
"PSRC12",5.53018373640582e-34,2.06332275468719,0.474,0.095,1.30987931980508e-29,13,"PSRC1"
"VAT14",5.56784700145996e-34,1.21127920852382,1,0.404,1.31880024076581e-29,13,"VAT1"
"MAP3K61",5.93826147990467e-34,1.36776343881771,0.453,0.086,1.40653661413022e-29,13,"MAP3K6"
"NAGA4",6.15483256801245e-34,0.954660799457204,0.874,0.275,1.45783364205943e-29,13,"NAGA"
"WDR414",6.33031454997708e-34,0.837163410409694,0.716,0.193,1.49939830430757e-29,13,"WDR41"
"LSM44",6.5592627290958e-34,1.47467570040731,0.947,0.402,1.55362697001363e-29,13,"LSM4"
"PHLDA14",6.78759734411502e-34,1.74926884004244,0.989,0.744,1.60771030692708e-29,13,"PHLDA1"
"ARRB15",6.89620276171978e-34,1.20667560283107,0.684,0.182,1.63343458614095e-29,13,"ARRB1"
"C1orf1092",6.90293080345997e-34,1.35590111075266,0.558,0.126,1.63502819010753e-29,13,"C1orf109"
"SLC7A53",6.93755296487349e-34,1.10991016232068,0.895,0.296,1.64322879525994e-29,13,"SLC7A5"
"CLCN33",7.03141017655729e-34,1.37950305528463,0.832,0.301,1.66545981441936e-29,13,"CLCN3"
"CTNNA16",7.25697721340065e-34,1.52022668565681,0.947,0.386,1.71888762276608e-29,13,"CTNNA1"
"GPR565",7.39759945135383e-34,1.40492098916804,0.947,0.406,1.75219540604767e-29,13,"GPR56"
"CEP3503",7.54307190426801e-34,1.28407195929649,0.916,0.36,1.78665201124492e-29,13,"CEP350"
"VAMP36",7.56080791027486e-34,1.12671580647345,0.895,0.303,1.7908529616277e-29,13,"VAMP3"
"CD99L24",7.6661979459018e-34,1.07772022128112,0.684,0.184,1.8158156454663e-29,13,"CD99L2"
"ETHE13",7.71420067899454e-34,0.758461220784876,0.8,0.22,1.82718557282665e-29,13,"ETHE1"
"KRCC12",8.24793397158028e-34,0.532292642926104,0.789,0.218,1.95360564050851e-29,13,"KRCC1"
"STARD3NL3",8.6678576283448e-34,0.953833970410869,0.821,0.24,2.05306875784975e-29,13,"STARD3NL"
"TM4SF12",8.69264224579642e-34,0.730466289664685,0.579,0.125,2.05893924233934e-29,13,"TM4SF1"
"PMM2",8.81098842572874e-34,0.86781998261507,0.779,0.232,2.08697071851811e-29,13,"PMM2"
"GPT2",8.86045063650731e-34,2.65914941330682,0.274,0.035,2.09868633776312e-29,13,"GPT2"
"STRADB4",8.88597467843868e-34,1.02084494571897,0.674,0.172,2.10473196233499e-29,13,"STRADB"
"MRPL414",8.99750020083997e-34,1.2135798403715,0.916,0.346,2.13114789757096e-29,13,"MRPL4"
"MZT2B5",9.12656424785433e-34,1.1449598073349,0.705,0.194,2.16171800774678e-29,13,"MZT2B"
"PCBP44",9.38557528166014e-34,1.18903924708239,0.589,0.137,2.22306736121402e-29,13,"PCBP4"
"C19orf242",9.81919527884945e-34,1.22540782415402,0.937,0.339,2.32577459374828e-29,13,"C19orf24"
"AFG3L24",1.00198003171622e-33,1.23513710145332,0.789,0.252,2.37328990312303e-29,13,"AFG3L2"
"MTERFD13",1.03944327027972e-33,1.13943506125121,0.653,0.172,2.46202532998455e-29,13,"MTERFD1"
"TEKT4P23",1.05728121176519e-33,1.64747714218218,0.863,0.342,2.50427627818703e-29,13,"TEKT4P2"
"STT3A4",1.17216186691987e-33,1.39741539270514,0.958,0.459,2.7763825979864e-29,13,"STT3A"
"OSBPL93",1.20595641842231e-33,1.13937973517623,0.958,0.38,2.85642837267507e-29,13,"OSBPL9"
"MRPL554",1.22545849177886e-33,1.11397470385139,0.905,0.305,2.9026209836274e-29,13,"MRPL55"
"ACTN43",1.24228069098649e-33,1.55885366399158,0.979,0.509,2.9424660446706e-29,13,"ACTN4"
"YAP12",1.28289038105777e-33,2.08494751360978,0.442,0.086,3.03865415657343e-29,13,"YAP1"
"SNX85",1.3989724684538e-33,0.991281166013775,0.768,0.224,3.31360618877966e-29,13,"SNX8"
"KDM1A3",1.41917593823839e-33,1.5724267687641,0.653,0.179,3.36146012731144e-29,13,"KDM1A"
"DNAJB92",1.42038544577747e-33,1.03722024953827,0.842,0.26,3.36432496686851e-29,13,"DNAJB9"
"HSPA22",1.47104008107357e-33,0.528490401245804,0.526,0.108,3.48430553603086e-29,13,"HSPA2"
"CTBS1",1.4778508433902e-33,0.930956841724092,0.779,0.236,3.50043750765403e-29,13,"CTBS"
"EMX2",1.50885542598647e-33,4.1971662172501,0.326,0.052,3.57387496199155e-29,13,"EMX2"
"MAN1B12",1.52450570856851e-33,1.07475708195326,0.842,0.272,3.61094422131538e-29,13,"MAN1B1"
"ITM2C4",1.52502691436238e-33,0.999297249602224,0.926,0.319,3.61217874935873e-29,13,"ITM2C"
"KEAP17",1.54614618931195e-33,1.09127211421601,0.853,0.278,3.66220186400429e-29,13,"KEAP1"
"NANS5",1.82284289237489e-33,1.32715514567416,0.863,0.295,4.31758567487917e-29,13,"NANS"
"GNA11",1.87112756631954e-33,2.31510589964838,0.305,0.043,4.43195275358447e-29,13,"GNA11"
"BCAS33",1.93473330462539e-33,0.643841094497371,0.842,0.254,4.58260930533571e-29,13,"BCAS3"
"LGALS34",1.97979666011409e-33,1.01984381301294,0.989,0.395,4.68934636914624e-29,13,"LGALS3"
"TMTC22",1.98548325455486e-33,1.73180273257613,0.4,0.071,4.70281563673864e-29,13,"TMTC2"
"MTMR9LP3",2.01940441987042e-33,1.45645701141117,0.474,0.095,4.78316130890508e-29,13,"MTMR9LP"
"TBX2",2.04467173458483e-33,2.54412936280095,0.316,0.046,4.84300947053764e-29,13,"TBX2"
"COBLL11",2.07383986084848e-33,0.802002688770231,0.495,0.102,4.91209709440572e-29,13,"COBLL1"
"WWC2",2.1227718036256e-33,1.71591078441145,0.379,0.064,5.02799729406759e-29,13,"WWC2"
"DNAJC26",2.17900493634467e-33,1.06660016709447,0.832,0.259,5.16119109222599e-29,13,"DNAJC2"
"ANXA55",2.48858622459964e-33,1.32630850868096,1,0.617,5.8944653315867e-29,13,"ANXA5"
"SLC4A24",2.5261322218454e-33,1.22999793220465,0.768,0.229,5.98339678066302e-29,13,"SLC4A2"
"NEDD4L4",2.54853050796697e-33,2.0252416247203,0.863,0.476,6.03644936117055e-29,13,"NEDD4L"
"TCEAL35",2.6624130114664e-33,1.43121403025493,0.6,0.141,6.30619145895931e-29,13,"TCEAL3"
"SRGAP25",2.70132404328807e-33,1.67839700136325,0.789,0.269,6.39835612893212e-29,13,"SRGAP2"
"ARMC63",2.83577727093738e-33,0.889635607363104,0.705,0.189,6.71682204394228e-29,13,"ARMC6"
"ASUN2",2.9232809585947e-33,0.72061239949286,0.705,0.191,6.9240832785274e-29,13,"ASUN"
"LRPAP12",2.96344131547277e-33,1.64149741153089,0.989,0.954,7.0192070998288e-29,13,"LRPAP1"
"RPL26L16",3.43435658406244e-33,1.00963148667518,0.779,0.21,8.13461700501031e-29,13,"RPL26L1"
"RAP1GAP3",3.48540212533918e-33,1.87109264753033,0.389,0.067,8.25552347407838e-29,13,"RAP1GAP"
"ZNF57",3.86702573125069e-33,2.1891649254435,0.274,0.035,9.15943714704039e-29,13,"ZNF57"
"S100A135",3.90659181504918e-33,0.963960935950969,0.916,0.286,9.25315337312548e-29,13,"S100A13"
"PDE8A1",4.01164623738566e-33,1.65904019846345,0.537,0.126,9.50198527787167e-29,13,"PDE8A"
"TMEM1153",4.08270971998993e-33,1.19508471450391,0.747,0.215,9.67030624276814e-29,13,"TMEM115"
"BYSL4",4.11267131689274e-33,1.53960601713569,0.558,0.13,9.74127328119213e-29,13,"BYSL"
"YWHAE4",4.25856118923209e-33,1.36628758234136,1,0.692,1.00868280328151e-28,13,"YWHAE"
"PITRM13",4.4241412286858e-33,1.39504789496575,0.863,0.319,1.04790209142652e-28,13,"PITRM1"
"TOMM402",4.46720272555904e-33,1.23327812341463,0.589,0.142,1.05810163757591e-28,13,"TOMM40"
"NDEL1",4.52962505505691e-33,0.860343546101602,0.779,0.234,1.07288699054078e-28,13,"NDEL1"
"SEC24A1",4.78508507362851e-33,1.44658580444762,0.716,0.215,1.13339525053965e-28,13,"SEC24A"
"PMM14",4.9855566619731e-33,1.07864493716647,0.789,0.229,1.18087895095495e-28,13,"PMM1"
"TMEM39A3",5.17854828881144e-33,1.07939548680815,0.789,0.256,1.22659094768788e-28,13,"TMEM39A"
"DHX332",5.39716441829262e-33,2.49978954865361,0.874,0.535,1.27837236411679e-28,13,"DHX33"
"TULP34",6.26825268008518e-33,1.15406934629892,0.579,0.137,1.48469832980498e-28,13,"TULP3"
"UCK23",6.31190699001357e-33,1.14442305160851,0.695,0.193,1.49503828965461e-28,13,"UCK2"
"GUSB5",6.68141899309687e-33,1.28846180602909,0.884,0.324,1.58256090270492e-28,13,"GUSB"
"ANTXR11",6.86723964247984e-33,1.54302097021485,0.4,0.071,1.62657438171778e-28,13,"ANTXR1"
"GLA5",6.88277428424846e-33,1.09505750781366,0.695,0.189,1.63025391696709e-28,13,"GLA"
"TMEM2012",6.98908956992945e-33,1.81206623378969,0.463,0.095,1.65543575553349e-28,13,"TMEM201"
"HOXC103",6.99529884017694e-33,1.54404696758509,0.474,0.094,1.65690648328431e-28,13,"HOXC10"
"ERGIC21",7.02073044276394e-33,0.966412236382693,0.916,0.324,1.66293021267307e-28,13,"ERGIC2"
"STK362",7.06858920927396e-33,1.38536851431582,0.505,0.106,1.67426604010863e-28,13,"STK36"
"WASL4",7.10798706728608e-33,0.969287032828123,0.916,0.293,1.68359781675738e-28,13,"WASL"
"CENPF3",7.12980025958355e-33,2.41629020183795,0.568,0.143,1.68876448948496e-28,13,"CENPF"
"VKORC1L1",7.14573943143736e-33,1.92792812375599,0.295,0.041,1.69253984173025e-28,13,"VKORC1L1"
"EXOSC45",7.16675814632033e-33,1.27961324225197,0.821,0.265,1.69751833453743e-28,13,"EXOSC4"
"SCARB25",7.26776636775836e-33,1.75029826548584,0.968,0.777,1.72144314186725e-28,13,"SCARB2"
"THOP15",7.42833473215893e-33,1.53600300635352,0.579,0.141,1.75947536465916e-28,13,"THOP1"
"PBK1",8.0469688285192e-33,3.44599905074464,0.326,0.051,1.90600503672306e-28,13,"PBK"
"RAD23A5",8.22051467695852e-33,1.4411542010594,0.989,0.504,1.94711110638439e-28,13,"RAD23A"
"TMEM602",8.27265079061728e-33,0.888981108525283,0.705,0.191,1.95946006626561e-28,13,"TMEM60"
"CIRH1A3",8.37360676284366e-33,0.922923866275598,0.8,0.234,1.98337249784715e-28,13,"CIRH1A"
"ASH2L2",8.75462238694135e-33,0.810018891889955,0.768,0.232,2.07361985857093e-28,13,"ASH2L"
"NT5C31",8.87524632407292e-33,1.1267249305616,0.926,0.355,2.10219084431991e-28,13,"NT5C3"
"DONSON1",9.18021956013218e-33,1.72018581184887,0.421,0.082,2.17442680501291e-28,13,"DONSON"
"POLR1B2",9.22848870260547e-33,1.20984681208149,0.674,0.19,2.18585983409913e-28,13,"POLR1B"
"SPTSSA5",9.62932619030718e-33,1.75164575548076,0.874,0.434,2.28080220143616e-28,13,"SPTSSA"
"PGRMC22",1.0083073535085e-32,0.668949922500466,0.632,0.159,2.38827679752022e-28,13,"PGRMC2"
"MKRN23",1.03919002986456e-32,0.884094140772773,0.726,0.206,2.46142550473719e-28,13,"MKRN2"
"MORF4L25",1.08492630350313e-32,1.38724589980241,0.989,0.492,2.56975644247751e-28,13,"MORF4L2"
"KDELR13",1.16331292124102e-32,1.38475755797411,0.937,0.382,2.75542298525148e-28,13,"KDELR1"
"CLIP42",1.18914319915595e-32,0.989685746879297,0.695,0.198,2.81660458152079e-28,13,"CLIP4"
"CLN65",1.22315713352532e-32,1.64271208155991,0.579,0.143,2.89716998646808e-28,13,"CLN6"
"MRPL471",1.22628513135074e-32,0.72749439367884,0.853,0.259,2.90457896211736e-28,13,"MRPL47"
"PLXNA15",1.27483778073099e-32,1.57502671360685,0.737,0.228,3.01958076743941e-28,13,"PLXNA1"
"PLAUR2",1.30409345498195e-32,1.12320135894819,0.621,0.167,3.08887575747023e-28,13,"PLAUR"
"TMEM14C4",1.33293347416405e-32,1.42127367305248,0.947,0.396,3.15718622690497e-28,13,"TMEM14C"
"PFN24",1.35366212251715e-32,1.06380695600741,0.726,0.201,3.20628410339412e-28,13,"PFN2"
"CTPS13",1.35992421728006e-32,1.23018634055277,0.674,0.183,3.22111650104955e-28,13,"CTPS1"
"MFSD2A",1.36357804909604e-32,2.38689842634609,0.284,0.039,3.22977096708888e-28,13,"MFSD2A"
"MT2A3",1.39653320077752e-32,1.08783224392406,1,0.502,3.30782853936164e-28,13,"MT2A"
"HSD17B124",1.53587522084162e-32,1.338908335086,0.832,0.283,3.63787404808546e-28,13,"HSD17B12"
"EXT24",1.57456267831976e-32,1.08930570419615,0.747,0.222,3.72950915986819e-28,13,"EXT2"
"LINC00622",1.61538652815324e-32,2.45011721524894,0.295,0.041,3.82620453058375e-28,13,"LINC00622"
"MOSPD12",1.67195807430153e-32,1.17733082967859,0.516,0.112,3.96019989479061e-28,13,"MOSPD1"
"PVRL3",1.74096819519846e-32,2.84760366207451,0.263,0.034,4.12365726714708e-28,13,"PVRL3"
"TMEM2082",1.75740920415751e-32,1.18807858370503,0.884,0.288,4.16259944096748e-28,13,"TMEM208"
"C16orf912",1.85647172910017e-32,0.919333917337782,0.611,0.146,4.39723893754666e-28,13,"C16orf91"
"MRPS353",1.86081984691486e-32,1.07311034402296,0.884,0.29,4.40753788940254e-28,13,"MRPS35"
"ASAP14",1.86356759679423e-32,0.929916062638514,0.916,0.345,4.4140462097668e-28,13,"ASAP1"
"GAREM",1.89775091178184e-32,2.27488780711497,0.337,0.053,4.49501280964648e-28,13,"GAREM"
"RRP1B3",1.95690130164803e-32,0.618988868037636,0.821,0.26,4.63511642308353e-28,13,"RRP1B"
"RNF1262",2.03997353210128e-32,0.761927560163708,0.642,0.161,4.8318813081351e-28,13,"RNF126"
"MGAT4B1",2.13977157565849e-32,1.63928929905201,0.421,0.08,5.0682629541047e-28,13,"MGAT4B"
"SEH1L5",2.14191904760605e-32,1.00890353564888,0.811,0.258,5.07334945615969e-28,13,"SEH1L"
"CTNND16",2.18676552956988e-32,0.826374757955462,0.947,0.344,5.17957283333922e-28,13,"CTNND1"
"NFE2L26",2.18933686766866e-32,1.14624509956187,0.947,0.379,5.18566330476e-28,13,"NFE2L2"
"RALA4",2.19397949171391e-32,0.951350694437333,0.916,0.312,5.19665982407357e-28,13,"RALA"
"SFMBT11",2.28365170512474e-32,0.822055392941022,0.526,0.118,5.40905742875845e-28,13,"SFMBT1"
"FADS15",2.32933934882807e-32,1.52161970071854,0.863,0.394,5.51727318163417e-28,13,"FADS1"
"C4orf272",2.38105734952321e-32,0.982391321216879,0.768,0.232,5.63977243808067e-28,13,"C4orf27"
"POLR3K2",2.40968290122129e-32,1.06835348121519,0.789,0.238,5.70757491983275e-28,13,"POLR3K"
"ANLN2",2.44604945579597e-32,3.33759658903416,0.368,0.065,5.79371274099833e-28,13,"ANLN"
"HPS44",2.53300423113432e-32,1.17957126942986,0.863,0.293,5.99967382186475e-28,13,"HPS4"
"FAM114A13",2.69685687463495e-32,2.04037196811401,0.937,0.831,6.38777519326035e-28,13,"FAM114A1"
"ITSN16",2.70983381887719e-32,1.08419738730358,0.589,0.142,6.4185123833925e-28,13,"ITSN1"
"CKS23",2.82462017729566e-32,1.57647233165609,0.832,0.263,6.6903953519425e-28,13,"CKS2"
"PLEKHF23",3.01999281210142e-32,1.0678596049852,0.768,0.23,7.15315497474341e-28,13,"PLEKHF2"
"ARSJ",3.03709543370614e-32,2.79727110494973,0.253,0.031,7.19366424427637e-28,13,"ARSJ"
"TPM44",3.10455353713892e-32,1.49290310392033,1,0.605,7.35344550806724e-28,13,"TPM4"
"ACP54",3.13210294621284e-32,1.12353233718745,0.926,0.322,7.41869903839974e-28,13,"ACP5"
"ARV13",3.23966365138058e-32,1.10118583678529,0.705,0.201,7.67346732466005e-28,13,"ARV1"
"NR4A14",3.24877618841504e-32,1.30003696114284,0.832,0.291,7.69505127987985e-28,13,"NR4A1"
"NAP1L5",3.26661751026299e-32,1.45293776736276,0.358,0.058,7.73731023480892e-28,13,"NAP1L5"
"GOLGA41",3.34929605465818e-32,1.28736188125728,0.979,0.497,7.93314263506337e-28,13,"GOLGA4"
"PHF5A2",3.44949730397233e-32,1.06581655765742,0.853,0.281,8.17047931418886e-28,13,"PHF5A"
"ABI24",3.4782301883078e-32,1.62032574838388,0.958,0.79,8.23853602402587e-28,13,"ABI2"
"SLC25A174",3.85624184232078e-32,1.04286293298156,0.695,0.193,9.133894427721e-28,13,"SLC25A17"
"NAA152",4.14956441212986e-32,1.1902334000164,0.895,0.339,9.82865826657078e-28,13,"NAA15"
"MRPL245",4.18142264725376e-32,1.07518107139663,0.905,0.331,9.90411768228526e-28,13,"MRPL24"
"DCAF131",4.18908211941698e-32,1.2956585586008,0.895,0.333,9.92225990805106e-28,13,"DCAF13"
"PSMA51",4.25620078653202e-32,1.57126936349446,0.958,0.557,1.00812371829797e-27,13,"PSMA5"
"ERGIC14",4.32494472881261e-32,1.38600668281268,0.747,0.241,1.02440640846656e-27,13,"ERGIC1"
