gene,location_raw,location
MGST2,Cytosol,Cytosol
MGST2,Endoplasmic reticulum,Endoplasmic_reticulum
ATG16L1,Cytosol,Cytosol
ATG16L1,Equatorial segment,Equatorial_segment
ATG16L1,Mid piece,Mid_piece
ATG16L1,Principal piece,Principal_piece
USP40,Vesicles,Vesicles
USP40,Focal adhesion sites,Focal_adhesion_sites
RAD54L,Nucleoplasm,Nucleoplasm
MAST2,Cytosol,Cytosol
DNAJA1,Cytosol,Cytosol
DNAJA1,Microtubules,Microtubules
B4GALT1,Golgi apparatus,Golgi_apparatus
CHMP5,Cytosol,Cytosol
CHMP5,Microtubules,Microtubules
CHMP5,Midbody,Midbody
NFX1,Nucleoplasm,Nucleoplasm
NFX1,Cytosol,Cytosol
NFX1,Nucleoli,Nucleoli
NFX1,Plasma membrane,Plasma_membrane
DIMT1,Nucleoli,Nucleoli
DIMT1,Nucleoli rim,Nucleoli_rim
DIMT1,Cytosol,Cytosol
DIMT1,Nucleoplasm,Nucleoplasm
IPO11,Nucleoplasm,Nucleoplasm
IPO11,Cytosol,Cytosol
EIF2AK1,Nucleoplasm,Nucleoplasm
EIF2AK1,Cytosol,Cytosol
NME8,Cytosol,Cytosol
NME8,Nuclear speckles,Nuclear_speckles
NME8,Nucleoplasm,Nucleoplasm
NME8,Primary cilium,Primary_cilium
SNX10,Microtubules,Microtubules
SNX10,Nucleoplasm,Nucleoplasm
SNX10,Cytosol,Cytosol
SNX10,Nucleoli,Nucleoli
SNX10,Primary cilium,Primary_cilium
SEPHS1,Nucleoplasm,Nucleoplasm
MRPL28,Mitochondria,Mitochondria
HBQ1,Lipid droplets,Lipid_droplets
ITPKC,Nuclear speckles,Nuclear_speckles
FAT2,Vesicles,Vesicles
RBM22,Nucleoplasm,Nucleoplasm
TMED2,Vesicles,Vesicles
ZFAND6,Nucleoplasm,Nucleoplasm
HSD17B2,Endoplasmic reticulum,Endoplasmic_reticulum
TXLNG,Cytosol,Cytosol
PPEF1,Plasma membrane,Plasma_membrane
PPEF1,Cytokinetic bridge,Cytokinetic_bridge
LAT2,Plasma membrane,Plasma_membrane
HUWE1,Cytosol,Cytosol
HUWE1,Nucleoplasm,Nucleoplasm
HUWE1,End piece,End_piece
HUWE1,Mid piece,Mid_piece
HUWE1,Nuclear membrane,Nuclear_membrane
HUWE1,Principal piece,Principal_piece
ZW10,Cytosol,Cytosol
ZW10,Endoplasmic reticulum,Endoplasmic_reticulum
ALG9,Endoplasmic reticulum,Endoplasmic_reticulum
ACOX3,Peroxisomes,Peroxisomes
MTMR2,Vesicles,Vesicles
PPP1R15A,Vesicles,Vesicles
TRIP6,Focal adhesion sites,Focal_adhesion_sites
TRIP6,Cytosol,Cytosol
TRIP6,Plasma membrane,Plasma_membrane
ACHE,Golgi apparatus,Golgi_apparatus
ACHE,Vesicles,Vesicles
FTL,Cytosol,Cytosol
SRRT,Nucleoplasm,Nucleoplasm
BAX,Vesicles,Vesicles
BAX,Plasma membrane,Plasma_membrane
NLK,Nucleoplasm,Nucleoplasm
NLK,Cell Junctions,Cell_Junctions
NLK,Nucleoli,Nucleoli
ADAMTS2,Plasma membrane,Plasma_membrane
ADAMTS2,Vesicles,Vesicles
ADAMTS2,Predicted to be secreted,Predicted_to_be_secreted
TMPRSS11E,Golgi apparatus,Golgi_apparatus
TMPRSS11E,Predicted to be secreted,Predicted_to_be_secreted
ATXN7L3,Nuclear speckles,Nuclear_speckles
ATXN7L3,Plasma membrane,Plasma_membrane
PGS1,Vesicles,Vesicles
PGS1,Cell Junctions,Cell_Junctions
PGS1,Mid piece,Mid_piece
PGS1,Plasma membrane,Plasma_membrane
PSMC5,Cytosol,Cytosol
PSMC5,Plasma membrane,Plasma_membrane
UIMC1,Nuclear bodies,Nuclear_bodies
UIMC1,Nucleoplasm,Nucleoplasm
MMP2,Vesicles,Vesicles
MMP2,Predicted to be secreted,Predicted_to_be_secreted
LPCAT2,Endoplasmic reticulum,Endoplasmic_reticulum
LPCAT2,Lipid droplets,Lipid_droplets
OGFOD1,Nucleoplasm,Nucleoplasm
OGFOD1,Cytosol,Cytosol
SH3BP2,Golgi apparatus,Golgi_apparatus
NOP14,Nucleoli,Nucleoli
NOP14,Nucleoplasm,Nucleoplasm
ADD1,Plasma membrane,Plasma_membrane
ADD1,Nucleoplasm,Nucleoplasm
L2HGDH,Mitochondria,Mitochondria
TXNDC16,Mitochondria,Mitochondria
TXNDC16,Predicted to be secreted,Predicted_to_be_secreted
RTRAF,Nucleoplasm,Nucleoplasm
NID2,Plasma membrane,Plasma_membrane
NID2,Predicted to be secreted,Predicted_to_be_secreted
SF3B2,Nuclear speckles,Nuclear_speckles
GNAS,Nucleoplasm,Nucleoplasm
GNAS,Cytosol,Cytosol
GNAS,Plasma membrane,Plasma_membrane
DNM1L,Cytosol,Cytosol
DNM1L,Vesicles,Vesicles
PTHLH,Cytosol,Cytosol
PTHLH,Nucleoplasm,Nucleoplasm
PTHLH,Golgi apparatus,Golgi_apparatus
PTHLH,Predicted to be secreted,Predicted_to_be_secreted
PHACTR3,Nucleoplasm,Nucleoplasm
ERGIC2,Golgi apparatus,Golgi_apparatus
ERGIC2,Vesicles,Vesicles
ERGIC2,Nucleoli rim,Nucleoli_rim
TFAP2C,Nucleoplasm,Nucleoplasm
AURKA,Basal body,Basal_body
AURKA,Centrosome,Centrosome
AURKA,Mitotic spindle,Mitotic_spindle
AURKA,Cytosol,Cytosol
AURKA,Nucleoplasm,Nucleoplasm
PIR,Nucleoplasm,Nucleoplasm
PIR,Cytosol,Cytosol
PIR,Nuclear bodies,Nuclear_bodies
AAMDC,Nucleoplasm,Nucleoplasm
AAMDC,Cytosol,Cytosol
RFX2,Golgi apparatus,Golgi_apparatus
RFX2,Nucleoplasm,Nucleoplasm
RFX2,Basal body,Basal_body
RFX2,Cytosol,Cytosol
RFX2,Primary cilium,Primary_cilium
SULT2B1,Vesicles,Vesicles
SULT2B1,Cytosol,Cytosol
ALG6,Endoplasmic reticulum,Endoplasmic_reticulum
CNOT3,Cytosol,Cytosol
GP6,Plasma membrane,Plasma_membrane
PTPN4,Nucleoplasm,Nucleoplasm
PTPN4,Cytosol,Cytosol
PTPN4,Plasma membrane,Plasma_membrane
DDX18,Mitotic chromosome,Mitotic_chromosome
DDX18,Nucleoli,Nucleoli
DDX18,Nucleoli rim,Nucleoli_rim
KHSRP,Nucleoplasm,Nucleoplasm
ASAP3,Vesicles,Vesicles
ASAP3,Nucleoplasm,Nucleoplasm
DNMT3B,Nucleoplasm,Nucleoplasm
TPX2,Nucleoplasm,Nucleoplasm
TPX2,Cytokinetic bridge,Cytokinetic_bridge
TPX2,Mitotic spindle,Mitotic_spindle
PDRG1,Actin filaments,Actin_filaments
EPB41L1,Plasma membrane,Plasma_membrane
SLC15A1,Cytosol,Cytosol
SLC15A1,Nucleoplasm,Nucleoplasm
ANKRD10,Nucleoplasm,Nucleoplasm
TGDS,Nucleoplasm,Nucleoplasm
TGDS,Cytosol,Cytosol
TGDS,Nucleoli,Nucleoli
DOCK3,Cytosol,Cytosol
C3ORF18,Cytosol,Cytosol
COQ9,Cytosol,Cytosol
COQ9,Mitochondria,Mitochondria
TMEM40,Plasma membrane,Plasma_membrane
TMEM40,Cytosol,Cytosol
KIF9,Cytosol,Cytosol
KIF9,Primary cilium,Primary_cilium
KIF9,Primary cilium tip,Primary_cilium_tip
KIF9,Mid piece,Mid_piece
ARHGAP28,Cell Junctions,Cell_Junctions
ARHGAP28,Nucleoplasm,Nucleoplasm
PPP1R13B,Nucleoplasm,Nucleoplasm
PPP1R13B,Cytosol,Cytosol
ATRN,Cytosol,Cytosol
ATRN,Predicted to be secreted,Predicted_to_be_secreted
SMOX,Nucleoplasm,Nucleoplasm
SMOX,Cytosol,Cytosol
SMOX,Nuclear membrane,Nuclear_membrane
SMOX,Vesicles,Vesicles
FKBP1A,Golgi apparatus,Golgi_apparatus
FKBP1A,Basal body,Basal_body
FKBP1A,Cytosol,Cytosol
FKBP1A,Primary cilium,Primary_cilium
NSFL1C,Nucleoplasm,Nucleoplasm
NSFL1C,Cytosol,Cytosol
NSFL1C,Plasma membrane,Plasma_membrane
SLC4A11,Nucleoplasm,Nucleoplasm
SLC4A11,Vesicles,Vesicles
DNAAF9,Cytosol,Cytosol
DNAAF9,Nucleoli fibrillar center,Nucleoli_fibrillar_center
ZNF343,Nucleoplasm,Nucleoplasm
MAVS,Mitochondria,Mitochondria
LZTS3,Vesicles,Vesicles
F11,Vesicles,Vesicles
F11,Predicted to be secreted,Predicted_to_be_secreted
XRN2,Nucleoli,Nucleoli
XRN2,Nucleoplasm,Nucleoplasm
DYNLL1,Cytosol,Cytosol
DYNLL1,Mid piece,Mid_piece
DYNLL1,Nucleoplasm,Nucleoplasm
DYNLL1,Principal piece,Principal_piece
TESC,Nucleoplasm,Nucleoplasm
TESC,Cytosol,Cytosol
SNX5,Cytosol,Cytosol
SNX5,Vesicles,Vesicles
MAPKAPK5,Nucleoplasm,Nucleoplasm
MAPKAPK5,Cytosol,Cytosol
ESF1,Nucleoli,Nucleoli
ESF1,Nucleoplasm,Nucleoplasm
RBBP9,Nucleoplasm,Nucleoplasm
ANAPC5,Nucleoplasm,Nucleoplasm
SLC23A2,Vesicles,Vesicles
SLC23A2,Golgi apparatus,Golgi_apparatus
TMEM230,Endoplasmic reticulum,Endoplasmic_reticulum
KDM2B,Nucleoplasm,Nucleoplasm
CFAP61,Cytosol,Cytosol
CFAP61,Principal piece,Principal_piece
CFAP61,Nucleoplasm,Nucleoplasm
LHX5,Cytosol,Cytosol
LHX5,Nuclear bodies,Nuclear_bodies
LHX5,Nucleoplasm,Nucleoplasm
TASP1,Plasma membrane,Plasma_membrane
OAS1,Cytosol,Cytosol
OAS1,Nucleoplasm,Nucleoplasm
GCN1,Cytosol,Cytosol
RPLP0,Cytosol,Cytosol
RPLP0,Endoplasmic reticulum,Endoplasmic_reticulum
PXN,Focal adhesion sites,Focal_adhesion_sites
PXN,Centrosome,Centrosome
PXN,Cytosol,Cytosol
KIF16B,Mitochondria,Mitochondria
TRMT6,Nucleoplasm,Nucleoplasm
TRMT6,Cell Junctions,Cell_Junctions
CHGB,Vesicles,Vesicles
PEBP1,Cytosol,Cytosol
PEBP1,Plasma membrane,Plasma_membrane
TBX5,Nucleoplasm,Nucleoplasm
BRAP,Cytosol,Cytosol
BRAP,Nuclear membrane,Nuclear_membrane
ERP29,Microtubules,Microtubules
ERP29,Nucleoplasm,Nucleoplasm
NOS1,Plasma membrane,Plasma_membrane
NOS1,Nucleoplasm,Nucleoplasm
FUS,Nucleoplasm,Nucleoplasm
IGBP1,Microtubules,Microtubules
IGBP1,Primary cilium,Primary_cilium
IGBP1,Basal body,Basal_body
IGBP1,Cytokinetic bridge,Cytokinetic_bridge
FXYD5,Endoplasmic reticulum,Endoplasmic_reticulum
ZNF302,Nucleoplasm,Nucleoplasm
GRAMD1A,Plasma membrane,Plasma_membrane
GRAMD1A,Cytosol,Cytosol
FXYD3,Nucleoplasm,Nucleoplasm
FXYD3,Plasma membrane,Plasma_membrane
CDIP1,Centrosome,Centrosome
CDIP1,Nucleoplasm,Nucleoplasm
CMTM1,Nucleoplasm,Nucleoplasm
GANAB,Endoplasmic reticulum,Endoplasmic_reticulum
GMIP,Cytosol,Cytosol
GMIP,Nucleoplasm,Nucleoplasm
GMIP,Plasma membrane,Plasma_membrane
RBM41,Cytosol,Cytosol
RBM41,Nuclear speckles,Nuclear_speckles
BIRC5,Cytokinetic bridge,Cytokinetic_bridge
MLF2,Nucleoplasm,Nucleoplasm
MLF2,Cytosol,Cytosol
MLF2,Plasma membrane,Plasma_membrane
DDX24,Cytosol,Cytosol
DDX24,Nucleoli,Nucleoli
ZBTB25,Nucleoplasm,Nucleoplasm
NECAP1,Vesicles,Vesicles
NECAP1,Cytosol,Cytosol
ARHGAP4,Cytosol,Cytosol
ANKRD24,Cytosol,Cytosol
ANKRD24,Microtubules,Microtubules
RCOR1,Nucleoplasm,Nucleoplasm
GPATCH2L,Nucleoplasm,Nucleoplasm
GPATCH2L,Cytosol,Cytosol
BLVRB,Cytosol,Cytosol
BLVRB,Nucleoplasm,Nucleoplasm
BLVRB,Plasma membrane,Plasma_membrane
BLVRB,Vesicles,Vesicles
SLC9A1,Plasma membrane,Plasma_membrane
SLC9A1,Nucleoplasm,Nucleoplasm
SPTLC1,Endoplasmic reticulum,Endoplasmic_reticulum
PAPOLA,Nucleoplasm,Nucleoplasm
CCNK,Nucleoplasm,Nucleoplasm
PCBP4,Cytosol,Cytosol
NDUFB2,Nucleoplasm,Nucleoplasm
NDUFB2,Mitochondria,Mitochondria
NUDC,Cytosol,Cytosol
MAEA,Nucleoplasm,Nucleoplasm
ICAM1,Plasma membrane,Plasma_membrane
ICAM1,Cytosol,Cytosol
ICAM1,Vesicles,Vesicles
STRN4,Cytosol,Cytosol
IRAK3,Vesicles,Vesicles
LYZ,Actin filaments,Actin_filaments
LYZ,Golgi apparatus,Golgi_apparatus
LYZ,Nucleoplasm,Nucleoplasm
LYZ,Predicted to be secreted,Predicted_to_be_secreted
MUL1,Cytosol,Cytosol
MUL1,Mitochondria,Mitochondria
MUL1,Nucleoplasm,Nucleoplasm
TFAP4,Mitochondria,Mitochondria
TFAP4,Nucleoplasm,Nucleoplasm
PDCD7,Plasma membrane,Plasma_membrane
PDCD7,Nucleoli,Nucleoli
SPG21,Cytosol,Cytosol
SPG21,Vesicles,Vesicles
FETUB,Vesicles,Vesicles
FETUB,Predicted to be secreted,Predicted_to_be_secreted
DNAJB11,Endoplasmic reticulum,Endoplasmic_reticulum
P3H2,Golgi apparatus,Golgi_apparatus
P3H2,Cytosol,Cytosol
P3H2,Nucleoplasm,Nucleoplasm
P3H2,Vesicles,Vesicles
RAB11FIP3,Basal body,Basal_body
RAB11FIP3,Centriolar satellite,Centriolar_satellite
RAB11FIP3,Vesicles,Vesicles
RAB11FIP3,Cytokinetic bridge,Cytokinetic_bridge
RAB11FIP3,Primary cilium,Primary_cilium
GNPTG,Endoplasmic reticulum,Endoplasmic_reticulum
GNPTG,Cytosol,Cytosol
ZNF268,Cytosol,Cytosol
GOLGA3,Golgi apparatus,Golgi_apparatus
GOLGA3,Nucleoplasm,Nucleoplasm
PABPC4,Cytosol,Cytosol
CERS4,Nucleoplasm,Nucleoplasm
CERS4,Vesicles,Vesicles
MCOLN1,Plasma membrane,Plasma_membrane
MCOLN1,Cytosol,Cytosol
USP48,Nucleoplasm,Nucleoplasm
USP48,Cytosol,Cytosol
USP48,Mitochondria,Mitochondria
EFNB1,Plasma membrane,Plasma_membrane
PDPR,Mitochondria,Mitochondria
AARS1,Cytosol,Cytosol
GLG1,Golgi apparatus,Golgi_apparatus
GLG1,End piece,End_piece
GLG1,Mid piece,Mid_piece
GLG1,Principal piece,Principal_piece
KIF4A,Midbody,Midbody
KIF4A,Nucleoplasm,Nucleoplasm
KIF4A,Acrosome,Acrosome
KIF4A,Equatorial segment,Equatorial_segment
KIF4A,Mid piece,Mid_piece
KIF4A,Principal piece,Principal_piece
TNRC6A,Golgi apparatus,Golgi_apparatus
TNRC6A,Nucleoplasm,Nucleoplasm
TNRC6A,Vesicles,Vesicles
PLEKHG2,Nucleoplasm,Nucleoplasm
PLEKHG2,Cytosol,Cytosol
DLL3,Nucleoplasm,Nucleoplasm
DLL3,Golgi apparatus,Golgi_apparatus
DLL3,Plasma membrane,Plasma_membrane
NAT14,Mitochondria,Mitochondria
PITPNM2,Vesicles,Vesicles
EXOC1,Microtubules,Microtubules
EXOC1,Plasma membrane,Plasma_membrane
EXOC1,Cytosol,Cytosol
RBM27,Nuclear speckles,Nuclear_speckles
POU4F3,Nucleoplasm,Nucleoplasm
OSBPL8,Cytosol,Cytosol
OSBPL8,Vesicles,Vesicles
DTX2,Nuclear membrane,Nuclear_membrane
DTX2,Nucleoplasm,Nucleoplasm
DTX2,Cytosol,Cytosol
DTX2,Plasma membrane,Plasma_membrane
DTX2,Vesicles,Vesicles
NLRC4,Cytosol,Cytosol
NLRC4,Plasma membrane,Plasma_membrane
NLRC4,Vesicles,Vesicles
PUS7,Nucleoplasm,Nucleoplasm
NRCAM,Nucleoplasm,Nucleoplasm
NRCAM,Cytosol,Cytosol
NRCAM,Plasma membrane,Plasma_membrane
NRCAM,Primary cilium,Primary_cilium
NRCAM,Vesicles,Vesicles
NRCAM,Predicted to be secreted,Predicted_to_be_secreted
SLC26A3,Acrosome,Acrosome
DLD,Mitochondria,Mitochondria
DLD,Cytokinetic bridge,Cytokinetic_bridge
DLD,Nucleoplasm,Nucleoplasm
DLD,Primary cilium,Primary_cilium
DLD,Principal piece,Principal_piece
WDR7,Nucleoplasm,Nucleoplasm
WDR7,Cytosol,Cytosol
TXNL1,Cytosol,Cytosol
ABCC6,Plasma membrane,Plasma_membrane
ABCC6,Nucleoplasm,Nucleoplasm
CMTM6,Vesicles,Vesicles
RAPGEF4,Focal adhesion sites,Focal_adhesion_sites
RAPGEF4,Basal body,Basal_body
RAPGEF4,Cytosol,Cytosol
RAPGEF4,Mid piece,Mid_piece
RAPGEF4,Plasma membrane,Plasma_membrane
MAP3K20,Cytosol,Cytosol
SMPX,Plasma membrane,Plasma_membrane
FH,Mitochondria,Mitochondria
SEL1L3,Mitochondria,Mitochondria
CDV3,Cytosol,Cytosol
CDV3,Nucleoli,Nucleoli
CDV3,Plasma membrane,Plasma_membrane
ALKBH5,Cytosol,Cytosol
ALKBH5,Nucleoplasm,Nucleoplasm
ALKBH5,Golgi apparatus,Golgi_apparatus
APOH,Golgi apparatus,Golgi_apparatus
APOH,Predicted to be secreted,Predicted_to_be_secreted
NLRP1,Cytosol,Cytosol
NLRP1,Nucleoplasm,Nucleoplasm
PITPNM3,Plasma membrane,Plasma_membrane
SPAG7,Nucleoplasm,Nucleoplasm
ORC6,Nucleoli fibrillar center,Nucleoli_fibrillar_center
ORC6,Nucleoplasm,Nucleoplasm
ZFHX4,Nucleoli fibrillar center,Nucleoli_fibrillar_center
ZFHX4,Nucleoplasm,Nucleoplasm
ZC3HC1,Nuclear membrane,Nuclear_membrane
ZC3HC1,Nucleoplasm,Nucleoplasm
ESR1,Vesicles,Vesicles
ESR1,Nucleoplasm,Nucleoplasm
RGS17,Vesicles,Vesicles
TMEM101,Nucleoplasm,Nucleoplasm
TMEM101,Plasma membrane,Plasma_membrane
CMA1,Cytoplasmic bodies,Cytoplasmic_bodies
CMA1,Cytosol,Cytosol
CMA1,Predicted to be secreted,Predicted_to_be_secreted
PSME1,Cytosol,Cytosol
PSME1,Nuclear bodies,Nuclear_bodies
PPP2R3C,Nucleoplasm,Nucleoplasm
PPP2R3C,Actin filaments,Actin_filaments
PPP2R3C,Cytosol,Cytosol
PPP2R3C,Golgi apparatus,Golgi_apparatus
PPP2R3C,Nuclear bodies,Nuclear_bodies
PPP2R3C,Primary cilium,Primary_cilium
JPH4,Cytosol,Cytosol
MYH7,Focal adhesion sites,Focal_adhesion_sites
CEBPE,Nucleoplasm,Nucleoplasm
CEBPE,Cytosol,Cytosol
CEBPE,Plasma membrane,Plasma_membrane
OSGEP,Nucleoplasm,Nucleoplasm
OSGEP,Cytosol,Cytosol
RNF31,Cytosol,Cytosol
G2E3,Cytosol,Cytosol
G2E3,Golgi apparatus,Golgi_apparatus
G2E3,Vesicles,Vesicles
HECTD1,Nucleoli,Nucleoli
HECTD1,Nucleoplasm,Nucleoplasm
HNRNPC,Nucleoplasm,Nucleoplasm
RPGRIP1,Microtubules,Microtubules
RPGRIP1,Primary cilium,Primary_cilium
RPGRIP1,Vesicles,Vesicles
RPGRIP1,Cytokinetic bridge,Cytokinetic_bridge
RPGRIP1,Cytosol,Cytosol
RPGRIP1,Primary cilium tip,Primary_cilium_tip
SUPT16H,Nucleoplasm,Nucleoplasm
SUPT16H,Nucleoli fibrillar center,Nucleoli_fibrillar_center
TOX4,Nucleoplasm,Nucleoplasm
TOX4,Vesicles,Vesicles
GEMIN2,Nuclear bodies,Nuclear_bodies
GEMIN2,Nucleoplasm,Nucleoplasm
GEMIN2,Nucleoli,Nucleoli
TGM1,Plasma membrane,Plasma_membrane
TGM1,Vesicles,Vesicles
TINF2,Nuclear bodies,Nuclear_bodies
TBL1Y,Nucleoplasm,Nucleoplasm
SEMA6A,Nucleoplasm,Nucleoplasm
SEMA6A,Intermediate filaments,Intermediate_filaments
SEMA6A,Nuclear bodies,Nuclear_bodies
TRPM7,Plasma membrane,Plasma_membrane
TRPM7,Vesicles,Vesicles
TRPM7,Cytosol,Cytosol
TRPM7,Nucleoplasm,Nucleoplasm
WDR76,Nuclear bodies,Nuclear_bodies
WDR76,Nucleoli fibrillar center,Nucleoli_fibrillar_center
SNAP23,Plasma membrane,Plasma_membrane
SNAP23,Primary cilium,Primary_cilium
TBX15,Nucleoplasm,Nucleoplasm
TBX15,Centrosome,Centrosome
PHGDH,Cytosol,Cytosol
PHGDH,Nucleoplasm,Nucleoplasm
PHGDH,Plasma membrane,Plasma_membrane
PHGDH,Mitotic spindle,Mitotic_spindle
PHGDH,Primary cilium,Primary_cilium
COL9A3,Nucleoplasm,Nucleoplasm
COL9A3,Intermediate filaments,Intermediate_filaments
COL9A3,Predicted to be secreted,Predicted_to_be_secreted
EZR,Plasma membrane,Plasma_membrane
AGO1,Cytoplasmic bodies,Cytoplasmic_bodies
AGO1,Cytosol,Cytosol
TEKT2,Connecting piece,Connecting_piece
TEKT2,Flagellar centriole,Flagellar_centriole
TEKT2,Mid piece,Mid_piece
TEKT2,Principal piece,Principal_piece
CLSPN,Golgi apparatus,Golgi_apparatus
CLSPN,Nucleoplasm,Nucleoplasm
RFFL,Vesicles,Vesicles
UNC13D,Cytosol,Cytosol
UNC13D,Vesicles,Vesicles
DPYSL2,Cytosol,Cytosol
DPYSL2,Microtubules,Microtubules
DPYSL2,Cytokinetic bridge,Cytokinetic_bridge
DPYSL2,Mitotic spindle,Mitotic_spindle
DPYSL2,Plasma membrane,Plasma_membrane
DPYSL2,Primary cilium,Primary_cilium
TGFB2,Vesicles,Vesicles
TGFB2,Predicted to be secreted,Predicted_to_be_secreted
GPATCH2,Nuclear speckles,Nuclear_speckles
NUP50,Nuclear membrane,Nuclear_membrane
NUP50,Nucleoplasm,Nucleoplasm
CDC45,Nucleoplasm,Nucleoplasm
CDC45,Centrosome,Centrosome
CDC45,Cytosol,Cytosol
COMT,Vesicles,Vesicles
COMT,Endoplasmic reticulum,Endoplasmic_reticulum
ECHDC1,Vesicles,Vesicles
LRRFIP2,Actin filaments,Actin_filaments
LRRFIP2,Plasma membrane,Plasma_membrane
SEC22C,Golgi apparatus,Golgi_apparatus
SEC22C,Nucleoplasm,Nucleoplasm
XYLB,Nuclear speckles,Nuclear_speckles
HDAC6,Basal body,Basal_body
HDAC6,Centrosome,Centrosome
HDAC6,Cytosol,Cytosol
HDAC6,Nucleoplasm,Nucleoplasm
KRT31,Cytosol,Cytosol
KRT31,End piece,End_piece
KRT31,Principal piece,Principal_piece
KRT31,Equatorial segment,Equatorial_segment
KRT31,Mid piece,Mid_piece
CDC6,Cytosol,Cytosol
CDC6,Nucleoplasm,Nucleoplasm
CDC6,Cytokinetic bridge,Cytokinetic_bridge
CDC6,Mitotic spindle,Mitotic_spindle
UPRT,Nucleoplasm,Nucleoplasm
UPRT,Vesicles,Vesicles
AAAS,Nuclear membrane,Nuclear_membrane
AAAS,Centrosome,Centrosome
AAAS,Cytosol,Cytosol
AAAS,End piece,End_piece
AAAS,Nucleoplasm,Nucleoplasm
CBX5,Nucleoplasm,Nucleoplasm
SUCO,Cytosol,Cytosol
SUCO,Nucleoli fibrillar center,Nucleoli_fibrillar_center
MSH2,Nucleoplasm,Nucleoplasm
MAP3K1,Cytosol,Cytosol
DHPS,Cytosol,Cytosol
DHPS,Nucleoplasm,Nucleoplasm
HOOK2,Cytosol,Cytosol
HOOK2,Vesicles,Vesicles
ARCN1,Vesicles,Vesicles
ARCN1,Cytosol,Cytosol
ARCN1,Golgi apparatus,Golgi_apparatus
EPB41L4B,Cytosol,Cytosol
EPB41L4B,Plasma membrane,Plasma_membrane
PSMD5,Cytosol,Cytosol
PSMD5,Nucleoplasm,Nucleoplasm
PSMD5,Basal body,Basal_body
PSMD5,Centrosome,Centrosome
PSMD5,Connecting piece,Connecting_piece
PSMD5,Mid piece,Mid_piece
PTGS1,Golgi apparatus,Golgi_apparatus
PTGS1,Vesicles,Vesicles
NUP188,Nucleoplasm,Nucleoplasm
NUP188,Cytosol,Cytosol
NUP188,Nucleoli,Nucleoli
CRAT,Cytosol,Cytosol
CRAT,Golgi apparatus,Golgi_apparatus
SH2D3C,Cytosol,Cytosol
NANS,Nucleoplasm,Nucleoplasm
TBC1D2,Cytosol,Cytosol
TBC1D2,Nucleoplasm,Nucleoplasm
TBC1D2,Plasma membrane,Plasma_membrane
CWF19L1,Golgi apparatus,Golgi_apparatus
CWF19L1,Nucleoplasm,Nucleoplasm
SEMA4G,Lipid droplets,Lipid_droplets
SEMA4G,Vesicles,Vesicles
BTAF1,Nucleoplasm,Nucleoplasm
BTAF1,Vesicles,Vesicles
IKZF5,Nucleoplasm,Nucleoplasm
IKZF5,Cytosol,Cytosol
IKZF5,Plasma membrane,Plasma_membrane
BLNK,Plasma membrane,Plasma_membrane
BLNK,Vesicles,Vesicles
SORBS1,Focal adhesion sites,Focal_adhesion_sites
SORBS1,Centrosome,Centrosome
SORBS1,Plasma membrane,Plasma_membrane
BAMBI,Vesicles,Vesicles
BAMBI,Lipid droplets,Lipid_droplets
BAMBI,Nucleoli fibrillar center,Nucleoli_fibrillar_center
MYO3A,Actin filaments,Actin_filaments
MYO3A,Cytoplasmic bodies,Cytoplasmic_bodies
MYO3A,Plasma membrane,Plasma_membrane
WAC,Nucleoplasm,Nucleoplasm
WAC,Centrosome,Centrosome
CREM,Nucleoplasm,Nucleoplasm
CREM,Vesicles,Vesicles
NUBP2,Cytosol,Cytosol
NUBP2,Nucleoplasm,Nucleoplasm
SMIM24,Nucleoplasm,Nucleoplasm
SMIM24,Cytosol,Cytosol
HIVEP1,Nucleoplasm,Nucleoplasm
HIVEP1,Cytosol,Cytosol
HIVEP1,Mitochondria,Mitochondria
HIVEP1,Nuclear bodies,Nuclear_bodies
TREM2,Vesicles,Vesicles
TREM2,Predicted to be secreted,Predicted_to_be_secreted
FKBP5,Nucleoplasm,Nucleoplasm
FKBP5,Cytosol,Cytosol
FKBP5,Nucleoli fibrillar center,Nucleoli_fibrillar_center
SRPK1,Cytosol,Cytosol
SRPK1,Nucleoplasm,Nucleoplasm
SRPK1,Plasma membrane,Plasma_membrane
BRPF3,Nucleoplasm,Nucleoplasm
BRPF3,Mitochondria,Mitochondria
PGC,Nucleoplasm,Nucleoplasm
PGC,Predicted to be secreted,Predicted_to_be_secreted
TMEM14A,Endoplasmic reticulum,Endoplasmic_reticulum
TMEM14A,Nucleoplasm,Nucleoplasm
EFHC1,End piece,End_piece
EFHC1,Mid piece,Mid_piece
EFHC1,Plasma membrane,Plasma_membrane
EFHC1,Principal piece,Principal_piece
EFHC1,Cytosol,Cytosol
EFHC1,Equatorial segment,Equatorial_segment
HSP90AB1,Plasma membrane,Plasma_membrane
HSP90AB1,Cytosol,Cytosol
CDC5L,Nucleoplasm,Nucleoplasm
ITPR3,Vesicles,Vesicles
ITPR3,Cytosol,Cytosol
ZNF184,Nucleoplasm,Nucleoplasm
DSP,Cell Junctions,Cell_Junctions
SIRT1,Nucleoplasm,Nucleoplasm
SIRT1,Cytosol,Cytosol
SIRT1,Mitochondria,Mitochondria
SIRT1,Nucleoli fibrillar center,Nucleoli_fibrillar_center
HNRNPH3,Nucleoplasm,Nucleoplasm
IFT74,Basal body,Basal_body
